Region name
Phuoc Long
Phuoc Long
Phuoc Son
Pleiku
Quan 1
Quan 10
Quan 11
Quan 12
Quan 2
Quan 3
Quan 4
Quan 5
Quan 6
Quan 7
Quan 8
Quan 9
Quan Ba
Quan Hoa
Quan Son
Quang Binh
Quang Dien
Quang Ngai
Quang Ninh
Quang Trach
Quang Tri
Quang Uyen
Quang Xuong
Quang Yen
Que Phong
Que Son
Que Vo
Quoc Oai
Quy Chau
Quy Hop
Quy Nhon
Quynh Luu
Quynh Nhai
Quynh Phu
Rach Gia
Sa Dec
Sa Pa
Sa Thay
Sam Son
Si Ma Cai
Sin Ho
Soc Son
Soc Trang
Son Dong
Son Duong
Son Ha
Son Hoa
Son La
Son Tay
Son Tay
Son Tinh
Son Tra
Song Cau
Song Cong
Song Hinh
Song Lo
Song Ma
Sop Cop
Tam Binh
Tam Dao
Tam Diep
Tam Duong
Tam Duong
Tam Ky
Tam Nong
Tam Nong
Tan An
Tan Bien
Tan Binh
Tan Chau
Tan Chau
Tan Hiep
Tan Hong
Tan Hung
Tan Ky
Tan Lac
Tan Phu
Tan Phu
Tan Phu Dong
Tan Phuoc
Tan Son
Tan Thanh
Tan Thanh
Tan Tru
Tan Uyen
Tan Uyen
Tan Yen
Tanh Linh
Tay Giang
Tay Ho
Tay Hoa
Tay Ninh
Tay Son
Tay Tra
Thach An
Thach Ha
Thach Thanh
Thach That
Thai Binh
Thai Hoa
Thai Nguyen
Thai Thuy
Than Uyen
Thang Binh
Thanh Ba
Thanh Binh
Thanh Chuong
Thanh Ha
Thanh Hoa
Thanh Hoa
Thanh Khe
Thanh Liem
Thanh Mien
Thanh Oai
Thanh Phu
Thanh Son
Thanh Thuy
Thanh Tri
Thanh Tri
Thanh Xuan
Thap Muoi
Thi xa Cai Lay
Thi xa Cao Lanh
Thi xa Hong Ngu
Thieu Hoa
Tho Xuan
Thoai Son
Thoi Binh
Thoi Lai
Thong Nhat
Thong Nong
Thot Not
Thu Dau Mot
Thu Duc
Thu Thua
Thuan An
Thuan Bac
Thuan Chau
Thuan Nam
Thuan Thanh
Thuong Tin
Thuong Xuan
Thuy Nguyen
Tien Du
Tien Hai
Tien Lang
Tien Lu
Tien Phuoc
Tien Yen
Tieu Can
Tinh Bien
Tinh Gia
Tra Bong
Tra Cu
Tra Linh
Tra On
Tra Vinh
Tram Tau
Tran De
Tran Van Thoi
Tran Yen
Trang Bang
Trang Bom
Trang Dinh
Tri Ton
Trieu Phong
Trieu Son
Truc Ninh
Trung Khanh
Tu Ky
Tu Mo Rong
Tu Nghia
Tu Son
Tua Chua
Tuan Giao
Tuong Duong
Tuy An
Tuy Duc
Tuy Hoa
Tuy Phong
Tuy Phuoc
Tuyen Hoa
Tuyen Quang
U Minh
U Minh Thuong
Ung Hoa
Uong Bi
Van Ban
Van Canh
Van Chan
Van Don
Van Giang
Van Ho
Van Lam
Van Lang
Van Ninh
Van Quan
Van Yen
Vi Thanh
Vi Thuy
Vi Xuyen
Viet Tri
Viet Yen
Vinh
Vinh Bao
Vinh Chau
Vinh Cuu
Vinh Hung
Vinh Linh
Vinh Loc
Vinh Loi
Vinh Long
Vinh Thanh
Vinh Thanh
Vinh Thuan
Vinh Tuong
Vinh Yen
Vo Nhai
Vu Ban
Vu Quang
Vu Thu
Vung Liem
Vung Tau
Xin Man
Xuan Loc
Xuan Truong
Xuyen Moc
Y Yen
Yen Bai
Yen Binh
Yen Chau
Yen Dinh
Yen Dung
Yen Khanh
Yen Lac
Yen Lap
Yen Minh
Yen Mo
Yen My
Yen Phong
Yen Son
Yen Thanh
Yen The
Yen Thuy
