Region name
Untsukulsky District
Usmansky District
Ust-Tarksky District
Ust-Vymsky District
Ivanteyevsky District
Vetluzhsky District
Sorsk
"Voskhod, Moscow Oblast"
Sunzhensky District
Vygonichsky District
Tatsinsky District
Torbeyevsky District
Ubinsky District
Глазуновский район
Ulyotovsky District
Belyovsky District
Verkhnevilyuysky Ulus
городской округ Новый Урен
Yartsevsky District
Yashkinsky District
городской округ Ревда
Yuzhnouralsk
Zaoksky District
Znamensky District
Zyryansky District
Bogotolsky Rayon
Бодайбинский район
Gulkevichsky District
Мучкапский район
городской округ Десногорск
Pestravsky District
городской округ Киров
городской округ Кисловодск
Пролетарский район
ЗАТО Зеленогорск
городской округ Нижняя Сал
Ильинский район
Khorinsky Rayon
Serpukhovsky District
Yermekeyevsky District
Yekaterinburg Municipality
Volzhsky District
Volokolamsky District
Uzhursky Rayon
Ternovsky District
Ust-Kansky District
Балаганский район
Tuzhinsky District
Tsilninsky District
Бельский район
Yoshkar-Ola
Tarumovsky District
Taganrog City District
Vichugsky District
Sherbakulsky District
Чайковский район
Усольский район
Sakmarsky District
Rognedinsky District
Petrovsk-Zabaykalsky Rayon
Petsamo District
Penovsky District
Perevozsky District
Sol-Iletsky District
Slavsky District
Uvatsky District
Oktyabrsky District
Oktyabrsky District
Nevyansky District
Krasnochetaysky District
Kotlassky District
Одинцовский район
Klepikovsky District
Kilmezsky District
Kinel-Cherkassky District
Kineshma
Kiginsky District
Yuryevetsky District
Kargapolsky District
Karachevsky District
Yanaulsky District
Labinsky District
Bugulminsky District
Uvarovsky District
Kamyshlinsky District
Karymsky District
Kamensky District
Lyubytinsky District
Iglinsky District
Gryazinsky District
Gryazovetsky District
Ukholovsky District
Bobrovsky District
Birobidzhansky District
Belogorsky District
Maryanovsky District
Baltasinsky District
Barabinsky District
Medvedevsky District
Arzamassky District
Kurtamyshsky District
Егорлыкский район
Safonovsky District
Chuchkovsky District
Новосильский район
Полысаевский городской окр
Черемховское городское мун
Щёкинский район
Chanovsky District
Volgograd
Voskresensky District
Fatezhsky District
городской округ Тулун
Kaybitsky District
городской округ Белгород
Khimki Urban Okrug
Kirovo-Chepetsk
Качугский район
Bolshesoldatsky District
Belovsky District
Predgorny District
Gorodishchensky District
Melenkovsky District
Borovichsky District
Uzlovsky District
Горноуральский городской о
Valuysky District
Sharyinsky District
Shebalinsky Rayon
Agapovsky District
Chaplyginsky District
Tyoplo-Ogaryovsky District
Staroyuryevsky District
Svetloyarsky District
Maynsky District
Sorochinsky District
Smolensky District
Komsomolsky District
Nikolsky District
Troitsky district
Tyulyachinsky District
Khabarovsk
Lev-Tolstovsky District
Ust-Yansky Ulus
Ustyuzhensky District
Closed administrative-territorial formation of Zhe
Baryshsky District
Nerekhtsky District
Neryungrinsky Municipal District
Fyodorovsky District
городской округ Геленджик
Yuryev-Polsky
Новохопёрский район
Krasnoarmeysky District
Krasnochikoysky Rayon
Krasnogorsky District
Yaysky District
Bolsheuluysky Rayon
Znamensky District
Баяндаевский район
Terbunsky District
Rajon Nischnekamsk
Toropetsky District
Tere-Kholsky Kozhuun
городской округ Озёры
городской округ Тюмень
Ruzayevsky District
Susumansky Urban District
Tarbagataysky Rayon
Малышевский городской окру
Kotelnich
городской округ Назарово
Balashovsky District
Kurchatovsky District
Mariinsko-Posadsky District
Tyukhtetsky Rayon
Kursk
Strugo-Krasnensky District
Spirovsky District
Sovetsky District
Meleuzovsky District
Shakhty City District
Ryazansky District
Yakovlevsky District
Krasnoufimsky District
Teguldetsky District
Taldomsky District
Priuralsky Rayon
Plyussky District
Pavlovsky District
Perm
городской округ Южно-Сахал
городской округ Павловский
Mogoytuysky District
Millerovsky District
Mendeleyevsky District
Krasnogorsky District
Lipetsky District
Khvoyninsky District
Sudzhansky District
Novooskolsky District
Kemerovsky District
Laishevsky District
Kurmanayevsky District
Ilishevsky District
Ibresinsky District
Gatchinsky District
Dubrovsky District
Kyshtovsky District
Belebeyevsky District
Pachelmsky District
Dalmatovsky District
Stavropolsky District
городской округ Зарайск
Apastovsky District
Balakhtinsky Rayon
Severny District
Abdulinsky District
Bolshemurashkinsky District
Turkovsky District
Oryol
Novgorodsky District
Gorodetsky District
Samara
Andropovsky District
Bolsheglushitsky District
Achinsky Rayon
Chitinsky District
Baymaksky District
Belokholunitsky District
Berdsk municipality
Boguchansky Rayon
Kunyinsky District
Buturlinovsky District
Buynaksky District
Kuola District
Волгодонской район
Grachyovsky District
Chedi-Kholsky Kozhuun
Ketchenerovsky District
Kikvidzensky District
Kishertsky District
Kizilsky District
Todzhinsky Kozhuun
Mikhaylovsky District
Naryan-Mar
Novocherkassk
Ordinsky District
Alsheyevsky District
Klimovsky District
Klyavlinsky District
Rubtsovsky District
Milyutinsky District
Belorechensky District
Cherepanovsky District
Priargunsky District
Povorinsky District
Gus-Khrustalny District
Okinsky Rayon
Novomalyklinsky District
Moskalensky District
Krasnensky District
Krasnosulinsky District
Neverkinsky District
Tsivilsky District
Nadezhdinsky District
Sergiyevo-Posadsky District
Tenkinsky Urban District
Sudislavsky District
Promyshlennovsky District
Kochyovsky District
Talovsky District
Shumerlinsky District
Äänisenranta District
Elbrussky District
Ferzikovsky District
Antropovsky District
Kyrinsky District
Aznakayevsky District
Bakcharsky District
Bauntovsky Rayon
Nyazepetrovsky District
Beloretsky District
Novoduginsky District
Biysky District
Burayevsky District
Oktyabrsky District
Irbitsky District
Kotovsky District
Kirsanovsky District
Bezenchuksky District
Engelssky District
Falyonsky District
Asekeyevsky District
Ichalkovsky District
Iskitim
Stanovlyansky District
Kashinsky District
Klintsovsky District
Kolchuginsky District
Sharypovsky Rayon
Kozlovsky District
Kuyurgazinsky District
Loknyansky District
Parfinsky District
Malopurginsky District
Morgaushsky District
Noyabrsk
Olsky Urban District
Blagoveshchensky District
Oparinsky District
Ostrovsky District
Chernyshevsky District
Pervomaysky District
Ilovlinsky District
Sterlibashevsky District
Privolzhsky District
Kozulsky Rayon
Ulyanovsky District
Plavsky District
Satkinsky District
Selemdzhinsky District
Vozhegodsky District
Syzransky District
Yaroslavl
городской округ Владимир
Suzdalsky District
Pestrechinsky District
городской округ Сосновобор
Taborinsky District
Tazovsky Rayon
Srednekolymsky Ulus
Tengushevsky District
Usvyatsky District
Purovsky Rayon
Kuraginsky Rayon
Privolzhsky District
Salekhard Urban Okrug
Krasnozyorsky District
Боханский район
Svechinsky District
Ивдельский городской округ
Spassky District
Mosalsky District
Novosokolnichesky District
городской округ Михайловка
Inzensky District
Urzhumsky District
Yeravninsky Rayon
Korolyov
Shabalinsky District
городской округ Шарыпово
городской округ Славгород
ЗАТО Североморск
Koskenala District
Nizhnetavdinsky District
Duminichsky District
Bagansky District
Altaysky District
Орловский район
Осинниковский городской ок
Светловский городской окру
Sarov
Орловский район
Sergiyevsky District
Кушвинский городской округ
Kurumkansky Rayon
Birilyussky Rayon
Бисертский городской округ
Kuybyshevsky District
Zhukovsky District
Zhirnovsky District
Sovetsky District
городской округ Улан-Удэ
Kolyvansky District
Star City
Mozhginsky District
Sukhobuzimsky Rayon
Verkhoyansky Ulus
Gorny Ulus
Takhtamukaysky District
городской округ Новоульяно
Tatarsky District
Tatishchevsky District
Tevrizsky District
Porkhovsky District
Torzhoksky District
Karatuzsky Rayon
Turja District
Tsiolkovsky
Kozhevnikovsky District
Sychyovsky District
Vadsky District
Khanty-Mansiysky District
Prigorodny District
Dukhovshchinsky District
Serafimovichsky District
Sergachsky District
Vesyolovsky District
Nizhnelomovsky District
Malokarachayevsky District
Vyshnevolotsky District
Limansky District
Karasuksky District
Yegoryevsk Urban Okrug
Yurinsky District
Priyutnensky District
Zarinsky District
Petropavlovsk-Kamchatsky
Pechora Municipal District
Orekhovo-Zuyevsky District
Zubtsovsky District
Iultinsky District‎
Арамильский городской окру
Gvardeysky District
Ilansky Rayon
Gubkinsky Urban Okrug
Frolovsky District
Белоярский городской округ
Bavlinsky District
городской округ Ак-Довурак
Pritobolny District
Kozelsky District
Duvansky District
Klinsky District
Kilemarsky District
Tungiro-Olyokminsky District
Oktyabrsky District
Alikovsky District
городской округ Карпинск
городской округ Кедровый
Lyudinovsky District
Александро-Невский район
Slyudyansky District
Troitsko-Pechorsky District
городской округ Петровск-З
городской округ Выкса
Kalyazinsky District
городской округ Рыбинск
Brasovsky District
Bilibinsky District
Babayurtovsky District
Дубовский район
Sudogodsky District
Черемховский район
Gorno-Altaysk
Teykovo
Uglichsky District
Нижнеилимский район
Zernogradsky District
Семёновский городской окру
Тутаевский район
Увельский район
Нагайбакский район
Щербиновский район
Vyazemsky Rayon
Vlasikha
Семикаракорский район
Полевской городской округ
Ольхонский район
Skovorodinsky District
городской округ Нижневарто
Первомайский район
городской округ Кедровый
городской округ Карабулак
городской округ Ирбит
Venyovsky District
городской округ Агинское
Udorsky District
Shovgenovsky District
Sharansky District
Sarapulsky District
Saratov
Roshal urban okrug
Lyambirsky District
Verkhoshizhemsky District
Kamensky District
Карталинский район
Ust-Kulomsky District
Tyndinsky District
Turochaksky Rayon
Novosergiyevsky District
Novosheshminsky District
Novosibirsk
Shchuchansky District
Zolsky District
Terengulsky District
Zavitinsky District
Zainsky District
Zakharovsky District
Zarechny
Ulug-Khemsky Kozhuun
Yadrinsky District
Kamensky District
Ramensky District
Stupinsky District
Semiluksky District
Rylsky District
Rostov-on-Don
Dmitrovsky District
Krasnoslobodsky District
Komarovsky
Kemsky District
Pustoshkinsky District
Alexandrovsky District
Alagirsky District
Pitkäranta District
Krasnoyarsky District
Buturlinsky District
Buysky District
Tayshetsky Rayon
Tashtagolsky District
Spassky District
Voznesensky District
Vsevolozhsky District
Sosnovy Bor
Bolsheboldinsky District
Pavlovsky District
Partizansk
Ostrogozhsky District
Otradnensky District
Mariinsky District
Nytvensky District
Novokuznetsk
Novoalexandrovsky District
Nizhnekolymsky Ulus
Makhachkala Urban Okrug
Likhoslavlsky District
Kameshkovsky District
Kamsko-Ustyinsky District
Kurkinsky District
Kungursky District
Gafuriysky District
Kosikhinsky District
Konyshyovsky District
Koltsovo
Komarichsky District
Mtsensky District
Morshansky District
Morozovsky District
Kirillovsky District
Khabarovsky Rayon
Tugulymsky District
Bichursky Rayon
Batyrevsky District
Asino region
Askizsky Rayon
Astrakhan
Kochkovsky District
Gubkinsky
Argayashsky District
Anuchinsky District
Arbazhsky District
Ardatovsky District
Anabarsky Ulus
Ilyinsky District
Aldansky Ulus
Novospassky District
Aginsky District
ЗАТО Озёрный
Seversky District
городской округ Нижний Таг
Ust-Abakansky Rayon
Guryevsky District
Khlevensky District
Glinkovsky District
Eveno-Bytantaysky National Ulus
Dyatkovsky District
Domodedovsky District
Dovolensky District
Drozhzhanovsky District
Miass
Lebyazhsky District
ЗАТО Островной
Mokshansky District
Chernsky District
Chernyakhovsky District
Buzuluksky District
ЗАТО Свободный
Bogorodsky District
Алексеевский район и город
Sebezhsky District
Slobodskoy District
Zelenchuksky District
Naro-Fominsky District
ЗАТО Сибирский
ЗАТО Солнечный
Pugachyovsky District
Gaynsky District
Navlinsky District
Chishminsky District
Vysokogorsky District
Oktyabrsky District
Novozybkovsky District
Shkotovsky District
Volzhsky District
Verkhny Ufaley
Verkh-Neyvinsky
Vilegodsky District
Yelninsky District
Kavalerovsky District
Borisovsky District
Cherdaklinsky District
Buzdyaksky District
Krasnogvardeysky District
Кировский район
Staromaynsky District
Nefteyugansky District
Beryozovsky District
Beryozovsky Rayon
Bazarno-Karabulaksky District
Bekovsky District
Leninogorsky District
Kadyysky District
Мышкинский район
городской округ Новошахтин
Temnikovsky District
Krasnogvardeysky District
Käkisalmi District
Mirninsky Ulus
Zalari municipal region
Yaroslavsky District
Abansky Rayon
Kyakhtinsky Rayon
Novomoskovsky District
Agulsky District
Krasnoznamensky District
Zvenigorod
Ashinsky District
Yagodninsky Urban District
Repyovsky District
Tselinny District
Olenegorsk
Muslyumovsky District
Kuvshinovsky District
Smolensk
Mukhorshibirsky Rayon
Balakovsky District
Sandovsky District
Azovsky District
Spassky District
Sredneakhtubinsky District
Primorsko-Akhtarsky District
Volovsky District
Gudermessky District
Koshekhablsky District
Ordynsky District
Mayminsky Rayon
Yalchiksky District
Pizhansky District
городской округ Новодвинск
городской округ Кизилюрт
Birsky District
Tuguro-Chumikansky Rayon
Zavyalovsky District
Zherdevsky District
Лукояновский район
Alexandrovsky District
Kasimovsky District
Bagayevsky District
Bessonovsky District
Maslyaninsky District
Ertilsky District
Topkinsky District
Khorolsky District
Komsomolsky
Tyomkinsky District
Kineshemsky District
Agryzsky District
Minusinsky Rayon
Pskovsky District
Rossoshansky District
Kabansky District
Kashira Urban Okrug
Baltachevsky District
городской округ Архангельс
Firovsky District
Pereslavsky District
Akhtubinsky District
Tarsky District
городской округ Ижевск
городской округ Красноарме
Velikiye Luki
Alexeyevsky District
Votkinsky District
Yelnikovsky District
Sterlitamaksky District
Bystrinsky District
городской округ Чебоксары
Зимовниковский район
Kanevskoy District
Rtishchevsky District
Salavatsky District
Dankovsky District
Lgovsky District
Tetyushsky District
Lysogorsky District
Pilninsky District
Shchigrovsky District
Morkinsky District
Neklinovsky District
Petushinsky District
Pokhvistnevsky District
Bezhanitsky District
Svobodnensky District
Ust-Labinsky District
Ivanovsky District
Maksatikhinsky District
Krasnoarmeysky District
Pyatigorsk
Shimanovsk
Shimanovsky District
Жигаловский район
Yetkulsky District
Bogoroditsky District
Каргопольский район
Zeysky District
городской округ Нефтекамск
Dalnerechensky District
Alatyrsky District
Stavropol
Suzemsky District
Mozhaysky District
Bagrationovsky District
Katav-Ivanovsky District
Gagarinsky District
Tunkinsky District
Chemalsky Rayon
Krasnoyarsk Urban Okrug
Sunsky District
Chaa-Kholsky Kozhuun
Chagodoshchensky District
Dolzhansky District
Sovetsky District
Kobyaysky Ulus
Novosibirsky District
Krasnoturansky Rayon
Vereshchaginsky District
Shirinsky Rayon
Osinsky District
Ostashkovsky District
Pushkinsky District
Puutoisten District
Rasskazovsky District
Mongun-Tayginsky Kozhuun
Menzelinsky District
Mordovsky District
Baryatinsky District
Sretensky District
Suvorovsky District
Kiznersky District
Peremyshlsky District
Polessky District
Tes-Khemsky Kozhuun
Teuchezhsky District
Tsuntinsky District
Kuzhenersky District
Krasnoborsky District
Sernursky District
Shatkovsky District
Sursky District
Kimovsky District
Nazarovsky Rayon
Sukhinichsky District
Yarsky District
Ulagansky Rayon
Chertkovsky District
Borisoglebsky
Verkhnelandekhovsky District
Zdvinsky District
Пограничный район
городской округ Ефремов
Ruzsky District
Rzhaksinsky District
Sabinsky District
Palkinsky District
Navashinsky District
Karabash
Unechsky District
Svetlogorsky District
Belokalitvinsky District
Belokataysky District
городской округ Муравленко
ЗАТО Северск
Staropoltavsky District
Khankaysky District
Yugorsk
Voskresensky District
Alexeyevsky District
Severo-Yeniseysky Rayon
Oboyansky District
Belozersky District
Ongudaysky Rayon
Ononsky District
Savinsky District
Barguzinsky Rayon
Krylovsky District
Krasnoselsky District
Bogatovsky District
Усть-Донецкий район
Новоаннинский район
Zvenigovsky District
Lyubimsky District
Novosyolovsky Rayon
Aleksinsky District
Veshkaymsky District
Severny District
Rzhevsky District
Кызылский кожуун
Tambov
Lyuberetsky District
Sokolsky District
Krasnooktyabrsky District
Kimrsky District
Mostovsky District
Bizhbulyaksky District
Gusevsky District
Zlynkovsky District
Vyazemsky District
Vyaznikovsky District
Krasnogvardeysky District
Abatsky District
Abaza
Abazinsky District
Abzelilovsky District
Achitsky District
Achkhoy-Martanovsky District
Afanasyevsky District
Akbulaksky District
Akhtynsky District
Akhvakhsky District
Alatyr
Aleutsky District
Alexandrovo-Zavodsky District
Aleysky District
Almenevsky District
Anadyr Urban Okrug
Arkhangelsky District
Artinsky District
Arzgirsky District
Aunus District
Azov
Azovsky Nemetsky National District
Babushkinsky District
Baksansky District
Baleysky District
Bataysk
Batetsky District
Bayevsky District
Baykalovsky District
Beloglinsky District
Belozersky District
Berdyuzhsky District
Berezniki
Beryozovsky District
Pribaykalsky Rayon
Bikinsky Rayon
Blagodarnensky District
Blagovarsky District
Blagoveshchensky District
Bogucharsky District
Bolshechernigovsky District
Bolsheukovsky District
Bondarsky District
Borsky District
Botlikhsky District
Bredinsky District
Budyonnovsky District
Burlinsky District
Burzyansky District
Bykovsky District
Chapayevsk
Chekmagushevsky District
Chelyabinsk
Cherdynsky District
Cheremisinovsky District
Cherepovets
Cherlaksky District
Kuyedinsky District
Chernozemelsky District
Chesmensky District
Chistoozyorny District
Chita
Chkalovsky District
Chukotsky District
Dagestanskiye Ogni
Dakhadayevsky District
Davlekanovsky District
Debyossky District
Demyansky District
Derbentsky District
Digorsky District
Dnovsky District
Dokuzparinsky District
Dolgoprudny
Dolinsky District
Dubovsky District
Dukhovnitsky District
Dyurtyulinsky District
Dzerzhinsk
Dzerzhinsky
Dzheyrakhsky District
Frolovo
Fyodorovsky District
Gavrilovo-Posadsky District
Georgiyevsky District
Giaginsky District
Glazov
Golyshmanovsky District
Gorkovsky District
Gornozavodsky District
Gorodovikovsky District
Grachyovsky District
Gumbetovsky District
Igrinsky District
Isaklinsky District
Isetsky District
Isilkulsky District
Itum-Kalinsky District
Ivanovo
Ivanteyevka
Kaduysky District
Kalachinsky District
Kalevala District
Novouzensky District
Kalgansky District
Kalmansky District
Kambarsky District
Kamensky District
Kamensky District
Kamyshin
Kamyshinsky District
Kamyshlovsky District
Kantemirovsky District
Karabudakhkentsky District
Karachayevsk City District
Karaidelsky District
Kashirsky District
Kastorensky District
Kavkazsky District
Kayakentsky District
Kazansky District
Kazbekovsky District
Kezsky District
Khabarsky District
Khabezsky District
Khangalassky Ulus
Kharabalinsky District
Khaybullinsky District
Khivsky District
Kholmogorsky District
Kholmsky District
Khotynetsky District
Khunzakhsky District
Kichmengsko-Gorodetsky District
Kiknursky District
Kimry
Kirovsky District
Kirovsky District
Kiselyovsk
Kizilyurtovsky District
Kizlyarsky District
Klyuchevsky District
Mikhaylovsky District
Kologrivsky District
Kolomna urban okrug
Kolosovsky District
Kolpashevsky District
Жарковский район
Kolpnyansky District
Konstantinovsky District
Kontupohja District
Tselinny District
Kopeysk
Korenovsky District
Kormilovsky District
Korotka District
Kortkerossky District
Kosinsky District
Kostamus City District
Kotelniki
Koutero District
Kovrov
Koygorodsky District
Kozmodemyansk
Krasnogorsky District
Krasnogvardeysky District
Krasnoshchyokovsky District
Krasnozorensky District
Krestetsky District
Krivosheinsky District
Krutikhinsky District
Krutinsky District
Kulinsky District
Kumtorkalinsky District
Nerchinsko-Zavodsky District
Kumyonsky District
Kunashaksky District
Kurakhsky District
Kurchaloyevsky District
Kurchatov
Kurgan
Kurilsky District
Kursky District
Kuryinsky District
Kusinsky District
Kvarkensky District
Kytmanovsky District
Lagansky District
Lahdenpohja District
Laksky District
Lebyazhyevsky District
Leningradsky District
Lensky District
Leshukonsky District
Leskensky District
Levashinsky District
Lezhnevsky District
Lgov
Lipetsk
Lobnya
Loktevsky District
Losino-Petrovsky
Louhi District
Lukhsky District
Luza district
Lyskovsky District
Lytkarino
Lyubinsky District
Magadan Urban District
Magaramkentsky District
Magnitogorsk
Makarovsky District
Makushinsky District
Malgobek
Atninsky District
Nurlatsky District
Malgobeksky District
Maloderbetovsky District
Malovishersky District
Mamontovsky District
Manturovsky District
Maryovsky District
Matveyevsky District
Maysky District
Mechetlinsky District
Medvezhyegorsky District
Megino-Kangalassky Ulus
Mezensky District
Mezhevskoy District
Mglinsky District
Michurinsk
Michurinsky District
Mikhaylovsky District
Milkovsky District
Minusinsk Urban District
Mokrousovsky District
Molchanovsky District
Morshansk
Moshenskoy District
Mozdoksky District
Mozhga
Murashinsky District
Nadterechny District
Nagorsky District
Namsky Ulus
Naursky District
Nazranovsky District
Nazyvayevsky District
Neftekumsky District
Nemsky District
Nerchinsky District
Neysky District
Nikiforovsky District
Nikolayevsky District
Nikolsky District
Nizhneomsky District
Nizhneserginsky District
Nogaysky District
Novoderevenkovsky District
Novogurovsky
Novolaksky District
Novoorsky District
Novoselitsky District
Novovarshavsky District
Novozybkov
Nozhay-Yurtovsky District
Зиминский район
Nyandomsky District
Ob
Obninsk
Ochyorsky District
Odessky District
Okoneshnikovsky District
Oktyabrsky District
Oktyabrsky District
Oktyabrsky District
Oktyabrsky District
Okulovsky District
Olhava District
Olkhovatsky District
Omutinsky District
Omutninsky District
Onezhsky District
Orshansky District
Orsk
Кромской район
Ozyorsky District
Pallasovsky District
Rudnyansky District
Rudnyansky District
Paninsky District
Pankrushikhinsky District
Parabelsky District
Pavinsky District
Pavlovsky District
Peschanokopsky District
Pestovsky District
Petropavlovsky District
Petropavlovsky District
Petrovsky District
Petukhovsky District
Pinezhsky District
Poddorsky District
Podosinovsky District
Polovinsky District
Ponomaryovsky District
Ponyrovsky District
Pospelikhinsky District
Prääsä District
Pravdinsky District
Pravoberezhny District
Prikubansky District
Priluzsky District
Privolzhsky District
Prokhladny
Кунгурский городской округ
Providensky urban district
Pskov
Puchezhsky District
Pushchino
Pyshchugsky District
Pyshminsky District
Pyt-Yakh
Raduzhny
Rasskazovo
Reftinsky
Remontnensky District
городской округ Донецк
Rodnikovsky District
Rovensky District
Ладушкинский городской окр
Rutulsky District
Safakulevsky District
Sampursky District
Sanchursky District
Sargatsky District
Sasovo
Sechenovsky District
Pytalovsky District
Sedelnikovsky District
Selizharovsky District
Seltinsky District
Sengileyevsky District
Sergokalinsky District
Severo-Kurilsky District
Shadrinsk
Shalinsky District
Shalinsky District
Shamilsky District
Sharkansky District
Sharoysky District
Shatoysky District
Shchigry
Shegarsky District
Sheksninsky District
Shelabolikhinsky District
Shelopuginsky District
Shenkursky District
Shimsky District
Shipunovsky District
Shumikhinsky District
Shuya
Sladkovsky District
Smirnykhovsky District
Soletsky District
Solikamsk
Soloneshensky District
Soltonsky District
Sobolevsky District
Sonkovsky District
Sorokka District
Sortavala District
