Region name
Notodden nor
Drangedal nor
Gjerstad nor
Hemsedal nor
Sauherad nor
Levanger nor
Skiptvet nor
Trøgstad nor
"""Søndre Land"" nor"
Nøtterøy nor
Kvæfjord nor
"""Midtre Gauldal"" nor"
Overhalla nor
Austrheim nor
Namsskogan nor
Høylandet nor
"""Evje og Hornnes"" nor"
Birkenes nor
Vennesla nor
Engerdal nor
Nord-Fron nor
Sør-Fron nor
Snillfjord nor
Porsgrunn nor
Rendalen nor
Hornindal nor
Nannestad nor
Samnanger nor
Eidfjord nor
Holtålen nor
Sykkylven nor
Vanylven nor
Ballangen nor
Hattfjelldal nor
Nordreisa nor
Nittedal nor
Kvænangen nor
Kvalsund nor
Åseral nor
Vågsøy nor
Mandal nor
Øksnes nor
Sandøy nor
Averøy nor
Moss nor
Tjøme nor
Aremark nor
Vikna nor
Giske nor
Vang nor
Marker nor
Grong nor
Årdal nor
Etnedal nor
Ås nor
Klæbu nor
Roan nor
Skedsmo nor
Haram nor
Hasvik nor
Åfjord nor
Audnedal nor
Marnardal nor
Moskenes nor
Balsfjord nor
Eidsberg nor
Ullensvang nor
Sør-Aurdal nor
Rakkestad nor
Namdalseid nor
"""Vestre Slidre"" nor"
Hægebostad nor
Songdalen nor
Sør-Odal nor
Kongsvinger nor
Berlevåg nor
Jevnaker nor
Askøy nor
Oppegård nor
Ski nor
Lyngen nor
Surnadal nor
Hemne nor
Rindal nor
Lesja nor
Dovre nor
Trondheim nor
Malvik nor
Stjørdal nor
Gjesdal nor
Time nor
Bokn nor
Finnøy nor
Forsand nor
Tysvær nor
Vinje nor
Bykle nor
Sandnes nor
Etne nor
Sveio nor
Sirdal nor
Vindafjord nor
Randaberg nor
Rennesøy nor
Stavanger nor
Sokndal nor
Lund nor
Bjerkreim nor
Sauda nor
Suldal nor
Lødingen nor
Saltdal nor
Gloppen nor
Jølster nor
Førde nor
Gaular nor
Høyanger nor
Bergen nor
Os nor
Jondal nor
Kvinnherad nor
Hjelmeland nor
Valle nor
Bygland nor
Kvinesdal nor
Lyngdal nor
Tinn nor
Hjartdal nor
"""Øystre Slidre"" nor"
Nord-Aurdal nor
Lillehammer nor
Ringsaker nor
Hamar nor
"""Vestre Toten"" nor"
"""Østre Toten"" nor"
Eidsvoll nor
Nes nor
Sørum nor
Ullensaker nor
Grue nor
Stange nor
Våler nor
Åsnes nor
Hobøl nor
Spydeberg nor
Råde nor
Sarpsborg nor
Re nor
Sande nor
Rollag nor
Sigdal nor
Krødsherad nor
Modum nor
Ringerike nor
Hole nor
Oslo nor
Bærum nor
Asker nor
Lier nor
"""Øvre Eiker"" nor"
"""Nedre Eiker"" nor"
Drammen nor
Hof nor
Holmestrand nor
Nesodden nor
Frogn nor
Evenes nor
Harstad nor
Leirfjord nor
Verran nor
Steinkjer nor
Melhus nor
Gjemnes nor
Nesset nor
Hareid nor
Stryn nor
Odda nor
Strand nor
Nord-Odal nor
Horten nor
Røyken nor
Gamvik nor
Skjervøy nor
Torsken nor
Bø nor
Vestvågøy nor
Flakstad nor
Vega nor
Brønnøy nor
Sømna nor
Leka nor
Flatanger nor
Frøya nor
Smøla nor
Fræna nor
Herøy nor
Sande nor
Flora nor
Askvoll nor
Solund nor
Fjell nor
Sund nor
Sola nor
Klepp nor
Farsund nor
Søgne nor
Grimstad nor
Arendal nor
Hvaler nor
Sør-Varanger nor
Raarvihke sma 1
Guovdageaidnu sme 1
Kárášjohka sme 1
Deatnu sme 1
Unjárga sme 1
Porsáŋgu sme 2
Loabák sme 1
Omasvuotna sme 2
Divtasvuodna smj 1
Hábmer smj 2
Snåase sma 1
Aurskog-Høland nor
Kåfjord nor 2
Fuossko smj 2
Sandefjord nor
